subject,slice,dice,presision,recall,hausdorff_distance,time
sub-r011s008,166,1.0,1.0,1.0,0.0,1.2797224521636963
sub-r023s002,182,1.0,1.0,1.0,0.0,0.056883811950683594
sub-r019s008,144,1.0,1.0,1.0,0.0,0.05375957489013672
sub-r003s001,34,1.0,1.0,1.0,0.0,0.05347108840942383
sub-r052s015,4,1.0,1.0,1.0,0.0,0.05479001998901367
sub-r001s008,186,1.0,1.0,1.0,0.0,0.053261756896972656
sub-r009s006,68,1.0,1.0,1.0,0.0,0.052933692932128906
sub-r009s005,16,1.0,1.0,1.0,0.0,0.053140878677368164
sub-r040s063,9,1.0,1.0,1.0,0.0,0.05291485786437988
sub-r038s091,30,1.0,1.0,1.0,0.0,0.05494427680969238
sub-r001s008,90,1.0,1.0,1.0,0.0,0.052748680114746094
sub-r040s063,159,1.0,1.0,1.0,0.0,0.053151607513427734
sub-r009s029,53,1.0,1.0,1.0,0.0,0.052939414978027344
sub-r038s091,31,1.0,1.0,1.0,0.0,0.05753946304321289
sub-r009s041,93,1.0,1.0,1.0,0.0,0.05295729637145996
sub-r048s037,41,1.0,1.0,1.0,0.0,0.053255558013916016
sub-r004s010,39,1.0,1.0,1.0,0.0,0.052790164947509766
sub-r040s063,8,1.0,1.0,1.0,0.0,0.0530703067779541
sub-r002s003,175,1.0,1.0,1.0,0.0,0.05274796485900879
sub-r047s038,41,1.0,1.0,1.0,0.0,0.053023338317871094
sub-r001s008,2,1.0,1.0,1.0,0.0,0.05308961868286133
sub-r017s118,131,1.0,1.0,1.0,0.0,0.052762746810913086
sub-r052s026,41,1.0,1.0,1.0,0.0,0.056244611740112305
sub-r048s015,24,1.0,1.0,1.0,0.0,0.05322527885437012
sub-r035s005,19,1.0,1.0,1.0,0.0,0.05283164978027344
sub-r005s068,9,1.0,1.0,1.0,0.0,0.052643775939941406
sub-r017s119,58,1.0,1.0,1.0,0.0,0.05235719680786133
sub-r047s038,176,1.0,1.0,1.0,0.0,0.05264639854431152
sub-r009s102,24,1.0,1.0,1.0,0.0,0.05254054069519043
sub-r009s088,95,1.0,1.0,1.0,0.0,0.052629947662353516
sub-r048s002,51,1.0,1.0,1.0,0.0,0.05228281021118164
sub-r031s005,54,1.0,1.0,1.0,0.0,0.057260751724243164
sub-r038s093,130,1.0,1.0,1.0,0.0,0.05282878875732422
sub-r009s078,33,1.0,1.0,1.0,0.0,0.05283808708190918
sub-r009s085,159,1.0,1.0,1.0,0.0,0.05249786376953125
sub-r042s003,124,1.0,1.0,1.0,0.0,0.05256080627441406
sub-r038s032,28,1.0,1.0,1.0,0.0,0.05235028266906738
sub-r023s009,46,1.0,1.0,1.0,0.0,0.05354166030883789
sub-r034s039,54,1.0,1.0,1.0,0.0,0.05254864692687988
sub-r010s018,110,1.0,1.0,1.0,0.0,0.05278325080871582
sub-r046s005,52,1.0,1.0,1.0,0.0,0.05595588684082031
sub-r035s007,187,1.0,1.0,1.0,0.0,0.053267717361450195
sub-r047s007,173,1.0,1.0,1.0,0.0,0.053296804428100586
sub-r034s036,169,1.0,1.0,1.0,0.0,0.05261373519897461
sub-r044s003,146,1.0,1.0,1.0,0.0,0.052156686782836914
sub-r001s008,152,1.0,1.0,1.0,0.0,0.05237531661987305
sub-r040s011,72,1.0,1.0,1.0,0.0,0.052520751953125
sub-r027s042,4,1.0,1.0,1.0,0.0,0.05271792411804199
sub-r009s085,96,1.0,1.0,1.0,0.0,0.052339792251586914
sub-r047s001,50,1.0,1.0,1.0,0.0,0.056656837463378906
sub-r004s010,20,1.0,1.0,1.0,0.0,0.0527644157409668
sub-r040s047,144,1.0,1.0,1.0,0.0,0.05283522605895996
sub-r040s011,20,1.0,1.0,1.0,0.0,0.052472829818725586
sub-r038s007,186,1.0,1.0,1.0,0.0,0.05255293846130371
sub-r017s119,175,1.0,1.0,1.0,0.0,0.05211615562438965
sub-r004s001,188,1.0,1.0,1.0,0.0,0.052849769592285156
sub-r004s010,174,1.0,1.0,1.0,0.0,0.0521395206451416
sub-r019s007,70,1.0,1.0,1.0,0.0,0.05257678031921387
sub-r023s003,38,1.0,1.0,1.0,0.0,0.057013750076293945
sub-r034s032,14,1.0,1.0,1.0,0.0,0.05339503288269043
sub-r009s108,142,1.0,1.0,1.0,0.0,0.05271315574645996
sub-r002s003,156,1.0,1.0,1.0,0.0,0.05269908905029297
sub-r040s011,59,1.0,1.0,1.0,0.0,0.05183100700378418
sub-r038s089,182,1.0,1.0,1.0,0.0,0.05228400230407715
sub-r038s032,85,1.0,1.0,1.0,0.0,0.05210161209106445
sub-r002s012,8,1.0,1.0,1.0,0.0,0.0534663200378418
sub-r009s006,168,1.0,1.0,1.0,0.0,0.053850412368774414
sub-r023s009,33,1.0,1.0,1.0,0.0,0.05664777755737305
sub-r004s010,31,1.0,1.0,1.0,0.0,0.05267453193664551
sub-r047s007,106,1.0,1.0,1.0,0.0,0.05294990539550781
sub-r003s006,179,1.0,1.0,1.0,0.0,0.052556514739990234
sub-r009s078,56,1.0,1.0,1.0,0.0,0.05273771286010742
