subject,slice,dice,presision,recall,hausdorff_distance,time
sub-r027s009,166,1.0,1.0,1.0,0.0,1.295374870300293
sub-r038s069,66,1.0,1.0,1.0,0.0,0.0574343204498291
sub-r017s118,175,1.0,1.0,1.0,0.0,0.054662227630615234
sub-r001s038,127,1.0,1.0,1.0,0.0,0.05406689643859863
sub-r009s054,53,1.0,1.0,1.0,0.0,0.05593061447143555
sub-r028s014,139,1.0,1.0,1.0,0.0,0.0536651611328125
sub-r010s019,1,1.0,1.0,1.0,0.0,0.05356025695800781
sub-r034s012,13,1.0,1.0,1.0,0.0,0.053931236267089844
sub-r034s021,184,1.0,1.0,1.0,0.0,0.05370736122131348
sub-r003s003,154,1.0,1.0,1.0,0.0,0.053412675857543945
sub-r009s046,33,1.0,1.0,1.0,0.0,0.05338764190673828
sub-r040s072,117,1.0,1.0,1.0,0.0,0.0532994270324707
sub-r024s005,77,1.0,1.0,1.0,0.0,0.05328512191772461
sub-r052s025,126,1.0,1.0,1.0,0.0,0.056845903396606445
sub-r009s048,124,1.0,1.0,1.0,0.0,0.053674936294555664
sub-r034s048,159,1.0,1.0,1.0,0.0,0.05339646339416504
sub-r009s111,128,1.0,1.0,1.0,0.0,0.05325579643249512
sub-r038s025,179,1.0,1.0,1.0,0.0,0.053360939025878906
sub-r009s014,134,1.0,1.0,1.0,0.0,0.05312705039978027
sub-r009s084,26,1.0,1.0,1.0,0.0,0.053328752517700195
sub-r038s078,6,1.0,1.0,1.0,0.0,0.053156375885009766
sub-r024s005,81,1.0,1.0,1.0,0.0,0.05319380760192871
sub-r038s024,146,1.0,1.0,1.0,0.0,0.05664658546447754
sub-r019s009,166,1.0,1.0,1.0,0.0,0.05519747734069824
sub-r031s026,178,1.0,1.0,1.0,0.0,0.05344414710998535
sub-r047s044,21,1.0,1.0,1.0,0.0,0.05340838432312012
sub-r011s003,139,1.0,1.0,1.0,0.0,0.05362415313720703
sub-r011s027,170,1.0,1.0,1.0,0.0,0.05320906639099121
sub-r009s095,176,1.0,1.0,1.0,0.0,0.05324268341064453
sub-r023s001,132,1.0,1.0,1.0,0.0,0.05355548858642578
sub-r009s062,165,1.0,1.0,1.0,0.0,0.053502798080444336
sub-r014s015,48,1.0,1.0,1.0,0.0,0.05697512626647949
sub-r011s011,20,1.0,1.0,1.0,0.0,0.05360865592956543
sub-r001s028,31,1.0,1.0,1.0,0.0,0.05342817306518555
sub-r038s024,120,1.0,1.0,1.0,0.0,0.05331134796142578
sub-r050s006,132,1.0,1.0,1.0,0.0,0.05332803726196289
sub-r050s003,90,1.0,1.0,1.0,0.0,0.05320024490356445
