subject,mean_dice_before,mean_dice_after,mean_precision_before,mean_precision_after,mean_recall_before,mean_recall_after
sub-r045s003_ses-1_space-MNI152NLin2009aSym,0.9091204119025252,0.9174146206111112,0.9585553129126264,0.9862965576262626,0.9230767466161616,0.9105015320757576
sub-r048s016_ses-1_space-MNI152NLin2009aSym,0.7617202046778283,0.9143704653232324,0.7832098906687373,0.946761282878788,0.9207720227313132,0.9226240801010102
sub-r052s016_ses-1_space-MNI152NLin2009aSym,0.8731503159898989,0.9309103944292928,0.8736863807020202,0.9287390150151515,0.9730483037676768,0.9782755198282828
sub-r001s009_ses-1_space-MNI152NLin2009aSym,0.8003752762070707,0.8358804418888889,0.85386684710101,0.8830893936868688,0.8647501127676769,0.8630229238636363
sub-r002s002_ses-1_space-MNI152NLin2009aSym,0.7447696236328283,0.8109973235964646,0.8757354071676767,0.9755003055555556,0.7898338527353534,0.8083624746621212
sub-r004s007_ses-1_space-MNI152NLin2009aSym,0.8199272192575757,0.8496630472222222,0.8779450853257575,0.9073637712777778,0.8726312411666667,0.8634310903383839
sub-r009s120_ses-1_space-MNI152NLin2009aSym,0.8450779861535355,0.8837094973924243,0.8804811203570707,0.9207925125252524,0.9444183749833334,0.9446673179126264
sub-r009s121_ses-1_space-MNI152NLin2009aSym,0.8351310273989898,0.8890051501717172,0.9533314554898992,0.9828642706060606,0.867381841469697,0.8942064093484849
sub-r031s027_ses-1_space-MNI152NLin2009aSym,0.9208940882055554,0.9604200827777776,0.9190108085085856,0.9579451558585858,0.9875694817171716,0.9880007034848484
sub-r047s016_ses-1_space-MNI152NLin2009aSym,0.7805932326747473,0.7917506044328284,0.8847980018388888,0.962877657979798,0.8521051759919193,0.8172377677893938
sub-r009s037_ses-1_space-MNI152NLin2009aSym,0.6117490589969697,0.7403530003838384,0.639125975329798,0.7667519778813131,0.8458406255676768,0.8679409476515151
sub-r046s012_ses-1_space-MNI152NLin2009aSym,0.85201569595101,0.8906508882626263,0.9239058948333332,0.956071737070707,0.8913558271191919,0.8907012474999999
sub-r011s031_ses-1_space-MNI152NLin2009aSym,0.9462003587015152,0.9733655073737374,0.9527999515146466,0.9747282797979798,0.9817771543080808,0.9853346759090909
sub-r009s123_ses-1_space-MNI152NLin2009aSym,0.6695880350459597,0.7213128719343436,0.8834101166368686,0.9171630127777778,0.7139654152525252,0.7250702772171717
sub-r001s017_ses-1_space-MNI152NLin2009aSym,0.8716662846464647,0.9044366345070708,0.9368379920252524,0.9576185034242424,0.9212616511767678,0.9179360561818182
sub-r010s026_ses-1_space-MNI152NLin2009aSym,0.9452997581313132,0.9650257596464646,0.9395257385858586,0.958409143939394,0.9941699731818182,0.9955144845454544
sub-r009s007_ses-1_space-MNI152NLin2009aSym,0.8152023055649497,0.8550817665505049,0.9007543296424244,0.8744723224696969,0.8433716237578789,0.8984528809343435
sub-r034s037_ses-1_space-MNI152NLin2009aSym,0.8698336408010102,0.925597409641414,0.8661530790762627,0.9205391202474746,0.9799644034343432,0.9855383672727271
sub-r038s010_ses-1_space-MNI152NLin2009aSym,0.8426521388037375,0.9644442374242423,0.8474866857885859,0.962787058939394,0.9804796818686868,0.9862075996969696
sub-r038s074_ses-1_space-MNI152NLin2009aSym,0.8116821914570708,0.9062597759469696,0.8672588071262627,0.9883200842929292,0.9154431411944444,0.9080224613459597
sub-r038s041_ses-1_space-MNI152NLin2009aSym,0.8085112587777779,0.8983033367929293,0.9150596994444444,0.9860545096969696,0.8642604154939394,0.8961288118434343
sub-r011s021_ses-1_space-MNI152NLin2009aSym,0.8970546353636364,0.9626156305555555,0.900156104959596,0.9605149867676768,0.9922510563131314,0.9966218865656564
sub-r018s001_ses-1_space-MNI152NLin2009aSym,0.8762572831671717,0.935653310040404,0.8936802257828284,0.9217648966666666,0.9446578663439394,0.9754737127777778
sub-r003s004_ses-1_space-MNI152NLin2009aSym,0.8809369608161616,0.9464077566969696,0.9239608019848484,0.9571177822727271,0.9196641006515152,0.9457338046767676
sub-r038s016_ses-1_space-MNI152NLin2009aSym,0.8111407578156565,0.8556404184873737,0.8943010945606061,0.9527881485353534,0.8892430085580808,0.8828908378459596
sub-r040s028_ses-1_space-MNI152NLin2009aSym,0.835496869789899,0.9046886272030302,0.9433280722323232,0.975825400959596,0.8460564452343435,0.8849834081020203
sub-r039s002_ses-1_space-MNI152NLin2009aSym,0.8093338684974748,0.9120960702121212,0.8895506555641415,0.9898584907070708,0.9066406078656566,0.9066399834090908
sub-r052s029_ses-1_space-MNI152NLin2009aSym,0.787612732739394,0.872787940680303,0.8101201439308081,0.9001478090828283,0.9529455325656564,0.9530233585959595
sub-r024s018_ses-1_space-MNI152NLin2009aSym,0.89430593824899,0.9019961544641414,0.9656578025252526,0.974848568989899,0.8972040226378788,0.900237092938889
sub-r004s032_ses-1_space-MNI152NLin2009aSym,0.8639200756353534,0.9164820513787878,0.8849073468929294,0.9395867412121212,0.920753023171717,0.929945998979798
sub-r009s090_ses-1_space-MNI152NLin2009aSym,0.6883234763242424,0.7555027546338384,0.8265219206691918,0.8948822483181819,0.768450515901515,0.7654492602146465
sub-r048s034_ses-1_space-MNI152NLin2009aSym,0.7376824566999999,0.7719828139797981,0.776095112539899,0.8932901385858586,0.8399977387474747,0.7916513200202021
sub-r028s013_ses-1_space-MNI152NLin2009aSym,0.6626885778095961,0.8361488847828283,0.7082994570974749,0.8885650269343435,0.8814969898838384,0.9030644916919192
sub-r031s022_ses-1_space-MNI152NLin2009aSym,0.8147184531252525,0.8497056157222224,0.8872176301186869,0.9389793147222222,0.8547149147929293,0.8402395917272726
sub-r019s010_ses-1_space-MNI152NLin2009aSym,0.8775364240464645,0.7995379346075757,0.8886312262156566,0.8538953380217171,0.953375467,0.9420470629444444
sub-r003s009_ses-1_space-MNI152NLin2009aSym,0.8131088123545455,0.9253878946161618,0.8297248053909091,0.965733025,0.9347697969045454,0.925878126989899
sub-r034s040_ses-1_space-MNI152NLin2009aSym,0.9270661750454546,0.9698274536136364,0.9263632522676768,0.9636259839671716,0.9877765281565656,0.996864002020202
sub-r038s097_ses-1_space-MNI152NLin2009aSym,0.7884432309989899,0.814812215718687,0.9573031142020202,0.9835430364141416,0.8124946504838384,0.8085744868904041
