subject,slice,dice,presision,recall,hausdorff_distance,time
sub-r038s040,129,1.0,1.0,1.0,0.0,0.5477607250213623
sub-r047s037,184,1.0,1.0,1.0,0.0,0.0453488826751709
sub-r040s047,169,1.0,1.0,1.0,0.0,0.04213666915893555
sub-r048s021,132,1.0,1.0,1.0,0.0,0.04381370544433594
sub-r010s007,64,1.0,1.0,1.0,0.0,0.0418095588684082
sub-r031s032,30,1.0,1.0,1.0,0.0,0.04180431365966797
sub-r004s019,9,1.0,1.0,1.0,0.0,0.043146371841430664
sub-r009s119,46,1.0,1.0,1.0,0.0,0.042532920837402344
sub-r003s010,180,1.0,1.0,1.0,0.0,0.041080474853515625
sub-r040s011,127,1.0,1.0,1.0,0.0,0.04122591018676758
sub-r046s006,32,1.0,1.0,1.0,0.0,0.04191422462463379
sub-r011s017,52,1.0,1.0,1.0,0.0,0.04233884811401367
sub-r040s011,13,1.0,1.0,1.0,0.0,0.046846866607666016
sub-r001s005,149,1.0,1.0,1.0,0.0,0.042402029037475586
sub-r040s048,159,1.0,1.0,1.0,0.0,0.04172945022583008
sub-r027s035,154,1.0,1.0,1.0,0.0,0.042630910873413086
sub-r005s026,123,1.0,1.0,1.0,0.0,0.04306817054748535
sub-r001s030,163,1.0,1.0,1.0,0.0,0.041333675384521484
sub-r009s052,91,1.0,1.0,1.0,0.0,0.0418400764465332
sub-r011s033,75,1.0,1.0,1.0,0.0,0.04189419746398926
sub-r040s072,136,1.0,1.0,1.0,0.0,0.04188871383666992
sub-r009s073,87,1.0,1.0,1.0,0.0,0.048090219497680664
sub-r005s049,143,1.0,1.0,1.0,0.0,0.04350900650024414
sub-r040s049,21,1.0,1.0,1.0,0.0,0.04178428649902344
sub-r040s049,83,1.0,1.0,1.0,0.0,0.043228864669799805
sub-r009s028,167,1.0,1.0,1.0,0.0,0.04233074188232422
sub-r040s011,156,1.0,1.0,1.0,0.0,0.04328608512878418
sub-r031s034,167,1.0,1.0,1.0,0.0,0.042238473892211914
sub-r047s006,117,1.0,1.0,1.0,0.0,0.04209160804748535
sub-r027s035,122,1.0,1.0,1.0,0.0,0.04232335090637207
sub-r029s010,100,1.0,1.0,1.0,0.0,0.04550576210021973
sub-r048s036,131,1.0,1.0,1.0,0.0,0.04296422004699707
sub-r004s019,186,1.0,1.0,1.0,0.0,0.043120384216308594
sub-r046s001,106,1.0,1.0,1.0,0.0,0.04126882553100586
sub-r010s007,135,1.0,1.0,1.0,0.0,0.0425562858581543
sub-r042s035,144,1.0,1.0,1.0,0.0,0.04205036163330078
sub-r048s015,3,1.0,1.0,1.0,0.0,0.04236793518066406
sub-r045s002,111,1.0,1.0,1.0,0.0,0.0420994758605957
sub-r048s006,106,1.0,1.0,1.0,0.0,0.0419011116027832
sub-r040s013,3,1.0,1.0,1.0,0.0,0.04676008224487305
sub-r010s008,49,1.0,1.0,1.0,0.0,0.043229103088378906
sub-r040s047,41,1.0,1.0,1.0,0.0,0.04293107986450195
sub-r005s058,144,1.0,1.0,1.0,0.0,0.041664838790893555
sub-r009s086,83,1.0,1.0,1.0,0.0,0.04287362098693848
sub-r017s106,147,1.0,1.0,1.0,0.0,0.0417327880859375
sub-r028s011,74,1.0,1.0,1.0,0.0,0.04324626922607422
sub-r042s025,182,1.0,1.0,1.0,0.0,0.04336714744567871
sub-r034s011,3,1.0,1.0,1.0,0.0,0.04170656204223633
sub-r052s015,184,1.0,1.0,1.0,0.0,0.04562973976135254
sub-r034s009,163,1.0,1.0,1.0,0.0,0.04374837875366211
sub-r011s033,129,1.0,1.0,1.0,0.0,0.04161500930786133
sub-r001s039,113,1.0,1.0,1.0,0.0,0.04181194305419922
sub-r052s010,184,1.0,1.0,1.0,0.0,0.042395830154418945
sub-r031s036,39,1.0,1.0,1.0,0.0,0.04208230972290039
sub-r009s002,157,1.0,1.0,1.0,0.0,0.04118800163269043
sub-r009s099,136,1.0,1.0,1.0,0.0,0.04209113121032715
sub-r027s015,140,1.0,1.0,1.0,0.0,0.04201507568359375
sub-r038s007,143,1.0,1.0,1.0,0.0,0.04634237289428711
sub-r009s065,55,1.0,1.0,1.0,0.0,0.04289984703063965
sub-r017s105,19,1.0,1.0,1.0,0.0,0.04330635070800781
sub-r038s057,20,1.0,1.0,1.0,0.0,0.04267096519470215
sub-r031s004,10,1.0,1.0,1.0,0.0,0.04269909858703613
sub-r023s002,174,1.0,1.0,1.0,0.0,0.04204106330871582
sub-r010s021,3,1.0,1.0,1.0,0.0,0.04217219352722168
sub-r009s052,34,1.0,1.0,1.0,0.0,0.042783260345458984
sub-r015s025,175,1.0,1.0,1.0,0.0,0.04244494438171387
sub-r027s050,144,1.0,1.0,1.0,0.0,0.046478986740112305
sub-r047s006,99,1.0,1.0,1.0,0.0,0.0430912971496582
sub-r038s028,31,1.0,1.0,1.0,0.0,0.041765451431274414
sub-r009s119,176,1.0,1.0,1.0,0.0,0.04316425323486328
sub-r029s009,166,1.0,1.0,1.0,0.0,0.04253649711608887
sub-r017s105,177,1.0,1.0,1.0,0.0,0.04156613349914551
sub-r040s064,148,1.0,1.0,1.0,0.0,0.041945695877075195
sub-r042s025,23,1.0,1.0,1.0,0.0,0.04144597053527832
sub-r031s032,185,1.0,1.0,1.0,0.0,0.04521656036376953
sub-r005s049,127,1.0,1.0,1.0,0.0,0.04773736000061035
sub-r009s065,13,1.0,1.0,1.0,0.0,0.04246640205383301
sub-r001s030,32,1.0,1.0,1.0,0.0,0.04251360893249512
sub-r038s057,172,1.0,1.0,1.0,0.0,0.041315317153930664
sub-r038s007,184,1.0,1.0,1.0,0.0,0.041971683502197266
sub-r048s021,136,1.0,1.0,1.0,0.0,0.041014909744262695
sub-r017s105,59,1.0,1.0,1.0,0.0,0.041579246520996094
sub-r027s015,40,1.0,1.0,1.0,0.0,0.041307687759399414
sub-r031s030,10,1.0,1.0,1.0,0.0,0.04381370544433594
sub-r023s017,48,1.0,1.0,1.0,0.0,0.04639720916748047
sub-r003s010,101,1.0,1.0,1.0,0.0,0.041959524154663086
sub-r009s073,144,1.0,1.0,1.0,0.0,0.043230533599853516
sub-r034s011,19,1.0,1.0,1.0,0.0,0.042298078536987305
sub-r038s007,101,1.0,1.0,1.0,0.0,0.04136824607849121
sub-r040s013,122,1.0,1.0,1.0,0.0,0.04185938835144043
sub-r010s008,3,1.0,1.0,1.0,0.0,0.04303789138793945
sub-r009s122,55,1.0,1.0,1.0,0.0,0.04187655448913574
sub-r031s030,148,1.0,1.0,1.0,0.0,0.04323291778564453
sub-r027s035,145,1.0,1.0,1.0,0.0,0.04706001281738281
sub-r038s040,29,1.0,1.0,1.0,0.0,0.04266476631164551
sub-r001s025,187,1.0,1.0,1.0,0.0,0.04290199279785156
sub-r040s072,170,1.0,1.0,1.0,0.0,0.04148721694946289
