subject,slice,dice,presision,recall,hausdorff_distance,time
sub-r001s003,85,1.0,1.0,1.0,0.0,0.5436980724334717
sub-r042s008,60,0.00029010733,1.0,0.00029010733,0.375,0.04434609413146973
sub-r009s020,72,1.0,1.0,1.0,0.0,0.04229879379272461
sub-r035s013,169,1.0,1.0,1.0,0.0,0.04327678680419922
sub-r009s004,31,1.0,1.0,1.0,0.0,0.04160308837890625
sub-r027s052,148,1.0,1.0,1.0,0.0,0.04148459434509277
sub-r042s004,70,1.0,1.0,1.0,0.0,0.04148149490356445
sub-r001s003,95,1.0,1.0,1.0,0.0,0.04118919372558594
sub-r011s016,25,1.0,1.0,1.0,0.0,0.04110360145568848
sub-r005s075,91,1.0,1.0,1.0,0.0,0.041489601135253906
sub-r042s004,168,1.0,1.0,1.0,0.0,0.041235923767089844
sub-r009s074,27,1.0,1.0,1.0,0.0,0.04147076606750488
sub-r004s018,23,1.0,1.0,1.0,0.0,0.041387319564819336
sub-r003s013,85,1.0,1.0,1.0,0.0,0.042043447494506836
sub-r015s001,139,1.0,1.0,1.0,0.0,0.041802406311035156
sub-r009s043,28,1.0,1.0,1.0,0.0,0.04148983955383301
sub-r003s008,73,1.0,1.0,1.0,0.0,0.0413057804107666
sub-r010s018,81,1.0,1.0,1.0,0.0,0.04123950004577637
sub-r049s011,85,0.33333334,1.0,0.33333334,0.0052083335,0.04360485076904297
sub-r031s012,42,1.0,1.0,1.0,0.0,0.04132199287414551
sub-r011s001,75,0.028571429,1.0,0.028571429,0.026041666,0.04187321662902832
sub-r004s012,75,1.0,1.0,1.0,0.0,0.041757822036743164
sub-r009s013,34,1.0,1.0,1.0,0.0,0.04223752021789551
sub-r009s071,4,1.0,1.0,1.0,0.0,0.04193115234375
sub-r009s016,30,1.0,1.0,1.0,0.0,0.04151129722595215
sub-r035s005,67,1.0,1.0,1.0,0.0,0.04195356369018555
sub-r009s013,187,1.0,1.0,1.0,0.0,0.041022539138793945
sub-r009s071,135,1.0,1.0,1.0,0.0,0.04105687141418457
sub-r009s005,84,1.0,1.0,1.0,0.0,0.041280508041381836
sub-r009s041,86,0.0076923077,1.0,0.0076923077,0.09375,0.04178333282470703
sub-r029s004,47,0.0020876827,1.0,0.0020876827,0.16145833,0.0411989688873291
sub-r009s071,72,1.0,1.0,1.0,0.0,0.04233384132385254
sub-r049s026,175,1.0,1.0,1.0,0.0,0.041535139083862305
sub-r005s049,14,1.0,1.0,1.0,0.0,0.0413820743560791
sub-r038s006,63,1.0,1.0,1.0,0.0,0.04141855239868164
sub-r010s022,67,1.0,1.0,1.0,0.0,0.041898488998413086
sub-r040s059,25,1.0,1.0,1.0,0.0,0.04118466377258301
sub-r049s026,154,1.0,1.0,1.0,0.0,0.04104804992675781
sub-r050s002,180,1.0,1.0,1.0,0.0,0.04140734672546387
sub-r010s018,181,1.0,1.0,1.0,0.0,0.0420222282409668
sub-r040s016,20,1.0,1.0,1.0,0.0,0.04238390922546387
sub-r040s017,173,1.0,1.0,1.0,0.0,0.04179525375366211
sub-r009s043,5,1.0,1.0,1.0,0.0,0.04175853729248047
sub-r028s002,130,1.0,1.0,1.0,0.0,0.04182291030883789
sub-r040s017,6,1.0,1.0,1.0,0.0,0.0412290096282959
sub-r035s013,36,1.0,1.0,1.0,0.0,0.04126334190368652
