subject,slice,dice,presision,recall,hausdorff_distance,time
sub-r038s040,129,1.0,1.0,1.0,0.0,0.9263741970062256
sub-r047s037,184,1.0,1.0,1.0,0.0,0.05873870849609375
sub-r040s047,169,1.0,1.0,1.0,0.0,0.056928396224975586
sub-r048s021,132,1.0,1.0,1.0,0.0,0.05571866035461426
sub-r010s007,64,1.0,1.0,1.0,0.0,0.053522586822509766
sub-r031s032,30,1.0,1.0,1.0,0.0,0.05591130256652832
sub-r004s019,9,1.0,1.0,1.0,0.0,0.05714774131774902
sub-r009s119,46,1.0,1.0,1.0,0.0,0.053955793380737305
sub-r003s010,180,1.0,1.0,1.0,0.0,0.05584979057312012
sub-r040s011,127,1.0,1.0,1.0,0.0,0.05416250228881836
sub-r046s006,32,1.0,1.0,1.0,0.0,0.05551409721374512
sub-r011s017,52,1.0,1.0,1.0,0.0,0.053090572357177734
sub-r040s011,13,1.0,1.0,1.0,0.0,0.054502010345458984
sub-r001s005,149,1.0,1.0,1.0,0.0,0.05553269386291504
sub-r040s048,159,1.0,1.0,1.0,0.0,0.05324196815490723
sub-r027s035,154,1.0,1.0,1.0,0.0,0.05814051628112793
sub-r005s026,123,1.0,1.0,1.0,0.0,0.05345416069030762
sub-r001s030,163,1.0,1.0,1.0,0.0,0.05606818199157715
sub-r009s052,91,1.0,1.0,1.0,0.0,0.05461931228637695
sub-r011s033,75,1.0,1.0,1.0,0.0,0.053914785385131836
sub-r040s072,136,1.0,1.0,1.0,0.0,0.05225872993469238
sub-r009s073,87,1.0,1.0,1.0,0.0,0.05292963981628418
sub-r005s049,143,1.0,1.0,1.0,0.0,0.05457472801208496
sub-r040s049,21,1.0,1.0,1.0,0.0,0.051888465881347656
sub-r040s049,83,1.0,1.0,1.0,0.0,0.05632448196411133
sub-r009s028,167,1.0,1.0,1.0,0.0,0.05569767951965332
sub-r040s011,156,1.0,1.0,1.0,0.0,0.05467867851257324
sub-r031s034,167,1.0,1.0,1.0,0.0,0.053173065185546875
sub-r047s006,117,1.0,1.0,1.0,0.0,0.05330944061279297
sub-r027s035,122,1.0,1.0,1.0,0.0,0.05272555351257324
sub-r029s010,100,1.0,1.0,1.0,0.0,0.05457115173339844
sub-r048s036,131,1.0,1.0,1.0,0.0,0.05215024948120117
sub-r004s019,186,1.0,1.0,1.0,0.0,0.054524898529052734
sub-r046s001,106,0.020833334,0.020833334,1.0,0.03846154,0.05653119087219238
sub-r010s007,135,1.0,1.0,1.0,0.0,0.053533315658569336
sub-r042s035,144,1.0,1.0,1.0,0.0,0.053700923919677734
sub-r048s015,3,1.0,1.0,1.0,0.0,0.052889108657836914
sub-r045s002,111,1.0,1.0,1.0,0.0,0.05275416374206543
sub-r048s006,106,1.0,1.0,1.0,0.0,0.0535883903503418
sub-r040s013,3,1.0,1.0,1.0,0.0,0.0539555549621582
sub-r010s008,49,1.0,1.0,1.0,0.0,0.054314613342285156
sub-r040s047,41,1.0,1.0,1.0,0.0,0.054027557373046875
sub-r005s058,144,1.0,1.0,1.0,0.0,0.05797243118286133
sub-r009s086,83,1.0,1.0,1.0,0.0,0.05477190017700195
sub-r017s106,147,1.0,1.0,1.0,0.0,0.05374574661254883
sub-r028s011,74,1.0,1.0,1.0,0.0,0.052678585052490234
sub-r042s025,182,1.0,1.0,1.0,0.0,0.055319786071777344
sub-r034s011,3,1.0,1.0,1.0,0.0,0.05295133590698242
sub-r052s015,184,1.0,1.0,1.0,0.0,0.05310630798339844
sub-r034s009,163,1.0,1.0,1.0,0.0,0.053202152252197266
sub-r011s033,129,1.0,1.0,1.0,0.0,0.05392765998840332
sub-r001s039,113,1.0,1.0,1.0,0.0,0.0563051700592041
sub-r052s010,184,1.0,1.0,1.0,0.0,0.05500435829162598
sub-r031s036,39,1.0,1.0,1.0,0.0,0.053526878356933594
sub-r009s002,157,1.0,1.0,1.0,0.0,0.05378413200378418
sub-r009s099,136,1.0,1.0,1.0,0.0,0.05424666404724121
sub-r027s015,140,1.0,1.0,1.0,0.0,0.0532529354095459
sub-r038s007,143,1.0,1.0,1.0,0.0,0.05506443977355957
sub-r009s065,55,1.0,1.0,1.0,0.0,0.052909135818481445
sub-r017s105,19,1.0,1.0,1.0,0.0,0.05402231216430664
sub-r038s057,20,1.0,1.0,1.0,0.0,0.05689883232116699
sub-r031s004,10,1.0,1.0,1.0,0.0,0.05431008338928223
sub-r023s002,174,1.0,1.0,1.0,0.0,0.05487871170043945
sub-r010s021,3,1.0,1.0,1.0,0.0,0.05281233787536621
sub-r009s052,34,1.0,1.0,1.0,0.0,0.05224204063415527
sub-r015s025,175,1.0,1.0,1.0,0.0,0.055907487869262695
sub-r027s050,144,1.0,1.0,1.0,0.0,0.054227352142333984
sub-r047s006,99,1.0,1.0,1.0,0.0,0.05431652069091797
sub-r038s028,31,1.0,1.0,1.0,0.0,0.05406522750854492
sub-r009s119,176,1.0,1.0,1.0,0.0,0.05796480178833008
sub-r029s009,166,1.0,1.0,1.0,0.0,0.05518913269042969
sub-r017s105,177,1.0,1.0,1.0,0.0,0.05441474914550781
sub-r040s064,148,1.0,1.0,1.0,0.0,0.05320882797241211
