subject,slice,dice,presision,recall,hausdorff_distance,time
sub-r038s017,10,1.0,1.0,1.0,0.0,0.896897554397583
sub-r050s003,31,1.0,1.0,1.0,0.0,0.05722498893737793
sub-r047s043,24,0.125,0.125,1.0,0.016666668,0.054692983627319336
sub-r052s021,35,1.0,1.0,1.0,0.0,0.054506778717041016
sub-r047s014,51,1.0,1.0,1.0,0.0,0.05583524703979492
sub-r038s017,21,1.0,1.0,1.0,0.0,0.05563235282897949
sub-r010s023,69,1.0,1.0,1.0,0.0,0.05219745635986328
sub-r001s012,182,1.0,1.0,1.0,0.0,0.053878068923950195
sub-r048s022,66,1.0,1.0,1.0,0.0,0.0537714958190918
sub-r048s006,16,1.0,1.0,1.0,0.0,0.05478620529174805
sub-r052s011,49,1.0,1.0,1.0,0.0,0.05434584617614746
sub-r038s032,34,1.0,1.0,1.0,0.0,0.053937673568725586
sub-r011s014,167,1.0,1.0,1.0,0.0,0.05215597152709961
sub-r040s074,113,1.0,1.0,1.0,0.0,0.05155634880065918
sub-r003s003,39,1.0,1.0,1.0,0.0,0.05807018280029297
sub-r040s043,145,1.0,1.0,1.0,0.0,0.2194657325744629
sub-r034s003,176,1.0,1.0,1.0,0.0,0.06096625328063965
sub-r011s032,170,1.0,1.0,1.0,0.0,0.059349775314331055
sub-r031s009,129,0.56731707,0.8362069,0.4295203,0.19583334,0.06060028076171875
sub-r047s043,16,1.0,1.0,1.0,0.0,0.057842254638671875
sub-r011s015,129,0.015151516,1.0,0.015151516,0.058333334,0.0574030876159668
sub-r050s003,89,1.0,1.0,1.0,0.0,0.05895233154296875
sub-r004s021,18,1.0,1.0,1.0,0.0,0.06349372863769531
sub-r003s013,159,1.0,1.0,1.0,0.0,0.05815935134887695
sub-r009s049,126,1.0,1.0,1.0,0.0,0.058681488037109375
sub-r004s030,29,1.0,1.0,1.0,0.0,0.05867123603820801
sub-r004s030,52,1.0,1.0,1.0,0.0,0.05733180046081543
sub-r009s089,2,1.0,1.0,1.0,0.0,0.060247182846069336
sub-r003s013,56,0.61290324,0.90909094,0.47619048,0.0125,0.05914926528930664
sub-r023s002,171,1.0,1.0,1.0,0.0,0.05897259712219238
sub-r038s068,150,1.0,1.0,1.0,0.0,0.06317520141601562
sub-r047s014,181,1.0,1.0,1.0,0.0,0.05801820755004883
sub-r024s008,7,1.0,1.0,1.0,0.0,0.059838294982910156
sub-r040s056,173,1.0,1.0,1.0,0.0,0.05884408950805664
sub-r005s075,64,1.0,1.0,1.0,0.0,0.05728030204772949
sub-r015s026,158,1.0,1.0,1.0,0.0,0.05898928642272949
sub-r009s046,62,1.0,1.0,1.0,0.0,0.05771279335021973
sub-r009s094,178,1.0,1.0,1.0,0.0,0.05825042724609375
sub-r009s105,105,1.0,1.0,1.0,0.0,0.06046915054321289
sub-r035s011,32,1.0,1.0,1.0,0.0,0.05748891830444336
sub-r047s001,83,1.0,1.0,1.0,0.0,0.057630062103271484
sub-r011s026,125,1.0,1.0,1.0,0.0,0.0564725399017334
sub-r048s039,5,1.0,1.0,1.0,0.0,0.06052827835083008
sub-r027s009,55,0.69527483,0.8420234,0.5922277,0.008333334,0.05657696723937988
sub-r014s015,114,0.025,0.025,1.0,0.020833334,0.055768728256225586
sub-r047s043,43,1.0,1.0,1.0,0.0,0.05624675750732422
sub-r010s007,29,1.0,1.0,1.0,0.0,0.05679917335510254
sub-r001s031,173,1.0,1.0,1.0,0.0,0.06074929237365723
sub-r042s025,25,0.004032258,1.0,0.004032258,0.0625,0.055021047592163086
sub-r038s048,29,1.0,1.0,1.0,0.0,0.05759072303771973
sub-r014s002,69,1.0,1.0,1.0,0.0,0.04952406883239746
sub-r005s075,62,1.0,1.0,1.0,0.0,0.05554533004760742
sub-r038s068,47,1.0,1.0,1.0,0.0,0.054296016693115234
sub-r047s043,62,1.0,1.0,1.0,0.0,0.05563187599182129
